Sales Person,Country,Product,Date,Amount,Boxes Shipped,Payment Type,Time of Day,Unnamed: 8
Oby Sorrel,Australia,Eclairs,11-02-2025,5652.37,355,UPI,Evening,Queensland
Jan Morforth,UK,Orange Choco,23-11-2025,6976.0,244,UPI,Morning,Scotland
Brien Boise,Australia,Spicy Special Slims,13-11-2025,10036.57,400,Cash,Morning,Queensland
Ches Bonnell,UK,Mint Chip Choco,03-07-2025,2560.65,128,UPI,Evening,England
Jan Morforth,UK,Drinking Coco,20-11-2025,2959.64,370,UPI,Morning,Wales
Jehu Rudeforth,India,Mint Chip Choco,12-12-2025,10576.02,140,Cash,Afternoon,Tamil Nadu
Rafaelita Blaksland,UK,Fruit & Nut Bars,21-03-2025,8641.98,251,Cash,Evening,Scotland
Dotty Strutley,Australia,85% Dark Bars,22-05-2025,12567.02,293,UPI,Evening,Victoria
Camilla Castle,Australia,Baker's Choco Chips,09-08-2025,14248.9,301,UPI,Evening,New South Wales
Rafaelita Blaksland,UK,Milk Bars,04-08-2025,13460.91,221,Cash,Evening,England
Jehu Rudeforth,Australia,99% Dark & Pure,22-09-2025,3180.63,244,Cash,Evening,New South Wales
Madelene Upcott,UK,Fruit & Nut Bars,22-08-2025,13181.95,369,Cash,Morning,Scotland
Van Tuxwell,India,Manuka Honey Choco,15-07-2025,11137.18,53,Card,Morning,Karnataka
Madelene Upcott,Australia,Peanut Butter Cubes,12-06-2025,13558.3,361,Cash,Morning,Victoria
Wilone O'Kielt,UK,Choco Coated Almonds,16-03-2025,2094.56,209,Cash,Afternoon,Scotland
Dennison Crosswaite,Australia,Milk Bars,01-07-2025,10994.04,133,Cash,Evening,Victoria
Marney O'Breen,India,99% Dark & Pure,08-05-2025,8990.91,298,Card,Evening,Tamil Nadu
Gunar Cockshoot,UK,Caramel Stuffed Bars,16-07-2025,14781.5,372,Cash,Evening,Scotland
Kelci Walkden,India,Drinking Coco,04-09-2025,9264.34,233,Card,Morning,Maharashtra
Curtice Advani,Australia,Milk Bars,02-08-2025,5900.38,217,Cash,Afternoon,New South Wales
Barr Faughny,UK,Drinking Coco,09-02-2025,12848.2,83,UPI,Morning,Wales
Karlen McCaffrey,Australia,85% Dark Bars,31-07-2025,7106.34,137,UPI,Afternoon,New South Wales
Barr Faughny,UK,After Nines,22-11-2025,10902.5,200,UPI,Morning,Wales
Camilla Castle,India,Smooth Sliky Salty,10-12-2025,6915.65,379,Cash,Morning,Tamil Nadu
Marney O'Breen,Australia,85% Dark Bars,30-08-2025,3165.27,156,Cash,Evening,Queensland
Roddy Speechley,UK,50% Dark Bites,23-07-2025,8940.96,332,Cash,Morning,England
Dennison Crosswaite,Australia,Peanut Butter Cubes,09-08-2025,13388.01,193,UPI,Morning,Queensland
Wilone O'Kielt,Australia,Smooth Sliky Salty,31-05-2025,8829.12,199,Cash,Evening,Victoria
Curtice Advani,UK,70% Dark Bites,17-02-2025,12629.13,325,UPI,Morning,Wales
Ches Bonnell,UK,White Choc,28-07-2025,12705.53,161,UPI,Evening,England
Ches Bonnell,Australia,Peanut Butter Cubes,04-02-2025,8917.79,296,Card,Evening,Victoria
Beverie Moffet,India,Peanut Butter Cubes,28-11-2025,10773.4,317,UPI,Evening,Karnataka
Gigi Bohling,India,Smooth Sliky Salty,05-06-2025,2793.46,66,Card,Evening,Maharashtra
Jan Morforth,UK,Raspberry Choco,13-08-2025,12325.06,294,Cash,Afternoon,England
Roddy Speechley,UK,Milk Bars,10-02-2025,5710.47,228,UPI,Morning,England
Karlen McCaffrey,Australia,Manuka Honey Choco,30-01-2025,6553.44,386,Cash,Evening,Queensland
Beverie Moffet,Australia,99% Dark & Pure,02-07-2025,9098.84,144,Cash,Evening,New South Wales
Dennison Crosswaite,India,Choco Coated Almonds,24-05-2025,10797.06,85,Cash,Evening,Maharashtra
Karlen McCaffrey,UK,Baker's Choco Chips,03-01-2025,13738.86,173,UPI,Morning,England
Gigi Bohling,Australia,Organic Choco Syrup,20-11-2025,1106.69,109,Cash,Afternoon,Victoria
Gunar Cockshoot,Australia,Fruit & Nut Bars,09-04-2025,7356.18,344,Cash,Evening,Queensland
Barr Faughny,UK,Peanut Butter Cubes,16-09-2025,4018.67,221,Cash,Evening,Wales
Barr Faughny,Australia,Fruit & Nut Bars,16-11-2025,12017.01,294,UPI,Evening,Queensland
Jehu Rudeforth,India,70% Dark Bites,27-02-2025,2056.5,260,UPI,Morning,Tamil Nadu
Brien Boise,UK,Choco Coated Almonds,11-12-2025,6043.37,134,Cash,Morning,England
Gunar Cockshoot,India,Baker's Choco Chips,16-05-2025,13069.44,398,Card,Morning,Tamil Nadu
Camilla Castle,Australia,Almond Choco,23-10-2025,10825.51,321,Cash,Morning,Victoria
Ches Bonnell,India,Mint Chip Choco,03-12-2025,11171.52,329,UPI,Afternoon,Maharashtra
Kelci Walkden,UK,Drinking Coco,12-08-2025,8694.0,300,Cash,Morning,Wales
Husein Augar,Australia,50% Dark Bites,28-04-2025,14516.86,194,Cash,Afternoon,Victoria
Marney O'Breen,Australia,70% Dark Bites,24-05-2025,11984.95,212,UPI,Evening,Queensland
Gunar Cockshoot,UK,After Nines,01-06-2025,5573.89,394,Cash,Evening,England
Marney O'Breen,Australia,Caramel Stuffed Bars,22-03-2025,3416.83,295,Cash,Evening,Victoria
Karlen McCaffrey,Australia,Milk Bars,20-01-2025,10735.64,335,UPI,Evening,New South Wales
Jan Morforth,UK,Baker's Choco Chips,26-07-2025,6458.07,337,UPI,Afternoon,Wales
Andria Kimpton,India,Caramel Stuffed Bars,25-12-2025,3372.75,268,Cash,Evening,Karnataka
Jehu Rudeforth,UK,Baker's Choco Chips,18-07-2025,5077.85,90,UPI,Morning,Scotland
Beverie Moffet,India,White Choc,08-07-2025,1750.24,117,Card,Morning,Karnataka
Oby Sorrel,UK,After Nines,19-03-2025,3876.07,372,Card,Afternoon,Wales
Karlen McCaffrey,India,Fruit & Nut Bars,19-08-2025,11770.38,92,UPI,Morning,Maharashtra
Dotty Strutley,India,70% Dark Bites,07-06-2025,7019.31,226,UPI,Evening,Tamil Nadu
Andria Kimpton,Australia,Almond Choco,03-11-2025,4826.64,125,Cash,Afternoon,New South Wales
Dotty Strutley,India,Raspberry Choco,22-05-2025,6851.5,391,Card,Morning,Maharashtra
Brien Boise,Australia,Caramel Stuffed Bars,16-02-2025,1734.19,364,Card,Evening,Queensland
Brien Boise,Australia,Mint Chip Choco,16-08-2025,8960.04,59,Card,Afternoon,Queensland
Beverie Moffet,Australia,Eclairs,18-08-2025,9378.1,90,Card,Morning,New South Wales
Oby Sorrel,India,White Choc,08-12-2025,10220.66,53,Cash,Afternoon,Karnataka
Dotty Strutley,UK,Mint Chip Choco,04-01-2025,11919.12,134,Card,Morning,Scotland
Beverie Moffet,UK,Almond Choco,09-02-2025,3085.02,92,Cash,Afternoon,Wales
Oby Sorrel,UK,Almond Choco,19-10-2025,9210.04,108,Cash,Afternoon,Wales
Ches Bonnell,India,Spicy Special Slims,15-01-2025,2757.26,111,Card,Afternoon,Tamil Nadu
Wilone O'Kielt,UK,85% Dark Bars,23-02-2025,4210.06,253,UPI,Morning,England
Curtice Advani,UK,Manuka Honey Choco,10-02-2025,13878.73,172,Card,Morning,England
Dotty Strutley,UK,White Choc,14-03-2025,11217.48,172,UPI,Morning,Wales
Barr Faughny,UK,Drinking Coco,08-06-2025,3636.4,94,Card,Evening,Scotland
Kelci Walkden,India,85% Dark Bars,20-06-2025,1036.24,177,UPI,Afternoon,Karnataka
Brien Boise,India,Fruit & Nut Bars,19-09-2025,11552.83,317,Cash,Morning,Karnataka
Camilla Castle,UK,Smooth Sliky Salty,24-01-2025,7944.06,78,Card,Morning,England
Rafaelita Blaksland,Australia,Drinking Coco,13-02-2025,5117.06,271,Cash,Afternoon,New South Wales
Roddy Speechley,UK,Manuka Honey Choco,29-06-2025,12520.45,324,Cash,Morning,Scotland
Van Tuxwell,UK,Eclairs,23-11-2025,2782.91,200,Card,Evening,Wales
Beverie Moffet,Australia,Baker's Choco Chips,12-05-2025,11857.4,206,Cash,Morning,New South Wales
Beverie Moffet,Australia,Mint Chip Choco,16-05-2025,8451.63,159,UPI,Morning,Victoria
Kelci Walkden,Australia,White Choc,15-07-2025,8196.97,215,Cash,Morning,Victoria
Jan Morforth,UK,After Nines,07-08-2025,3929.32,345,Cash,Morning,England
Mallorie Waber,UK,99% Dark & Pure,27-01-2025,8097.73,311,Card,Morning,England
Dotty Strutley,Australia,Peanut Butter Cubes,12-05-2025,10979.39,364,UPI,Morning,Victoria
Brien Boise,Australia,99% Dark & Pure,01-02-2025,4643.11,256,UPI,Afternoon,New South Wales
Andria Kimpton,India,85% Dark Bars,27-12-2025,3348.88,210,Cash,Morning,Tamil Nadu
Roddy Speechley,Australia,70% Dark Bites,09-05-2025,12697.62,89,Cash,Morning,Victoria
Wilone O'Kielt,UK,99% Dark & Pure,27-10-2025,6713.28,361,Card,Morning,Wales
Rafaelita Blaksland,UK,85% Dark Bars,27-12-2025,7465.4,246,Cash,Afternoon,Scotland
Dotty Strutley,Australia,Smooth Sliky Salty,20-04-2025,14031.78,145,UPI,Afternoon,New South Wales
Dotty Strutley,UK,99% Dark & Pure,16-10-2025,3479.48,58,UPI,Evening,Wales
Andria Kimpton,India,Raspberry Choco,06-08-2025,14426.1,317,Cash,Afternoon,Tamil Nadu
Madelene Upcott,UK,Almond Choco,26-12-2025,1721.62,289,Cash,Morning,England
Andria Kimpton,Australia,70% Dark Bites,20-09-2025,6581.39,362,Cash,Afternoon,Queensland
Jehu Rudeforth,Australia,70% Dark Bites,12-05-2025,14795.95,354,UPI,Evening,Queensland
Barr Faughny,UK,70% Dark Bites,25-11-2025,12438.56,188,Card,Afternoon,England
Barr Faughny,India,70% Dark Bites,31-03-2025,14924.15,128,Card,Morning,Karnataka
Rafaelita Blaksland,India,Fruit & Nut Bars,26-03-2025,5677.43,145,UPI,Morning,Maharashtra
Andria Kimpton,UK,Raspberry Choco,23-07-2025,12714.94,146,Cash,Morning,Scotland
Jan Morforth,India,Choco Coated Almonds,16-07-2025,2776.61,332,Cash,Evening,Maharashtra
Ches Bonnell,India,Eclairs,24-04-2025,9588.2,111,Cash,Evening,Tamil Nadu
Rafaelita Blaksland,India,Eclairs,20-10-2025,10421.18,378,Cash,Evening,Karnataka
Husein Augar,India,Manuka Honey Choco,23-04-2025,2105.21,305,Card,Afternoon,Karnataka
Curtice Advani,UK,50% Dark Bites,01-02-2025,14120.37,152,UPI,Evening,Wales
Barr Faughny,UK,85% Dark Bars,02-08-2025,7415.08,354,Cash,Evening,Wales
Mallorie Waber,Australia,Fruit & Nut Bars,30-09-2025,1425.91,87,UPI,Evening,Victoria
Brien Boise,Australia,Spicy Special Slims,26-12-2025,11512.18,245,Card,Evening,New South Wales
Husein Augar,India,White Choc,13-02-2025,7888.06,254,Card,Morning,Maharashtra
Madelene Upcott,Australia,50% Dark Bites,31-08-2025,4310.94,175,UPI,Evening,Queensland
Camilla Castle,UK,Almond Choco,26-09-2025,6893.16,251,UPI,Morning,England
Jan Morforth,UK,Caramel Stuffed Bars,02-06-2025,10494.59,309,Cash,Evening,Wales
Dennison Crosswaite,Australia,Mint Chip Choco,08-06-2025,12362.95,301,UPI,Afternoon,New South Wales
Curtice Advani,Australia,Raspberry Choco,05-07-2025,7828.13,121,Card,Afternoon,Victoria
Ches Bonnell,UK,Mint Chip Choco,02-12-2025,9099.27,250,Cash,Evening,England
Ches Bonnell,Australia,Raspberry Choco,10-03-2025,3064.35,126,Card,Morning,Queensland
Mallorie Waber,UK,Almond Choco,28-03-2025,8344.46,148,Cash,Morning,England
Husein Augar,India,Drinking Coco,18-09-2025,1886.6,336,UPI,Evening,Tamil Nadu
Mallorie Waber,UK,Orange Choco,19-04-2025,5183.85,332,Card,Morning,England
Beverie Moffet,UK,Manuka Honey Choco,22-02-2025,7858.34,59,UPI,Afternoon,England
Madelene Upcott,India,Milk Bars,20-05-2025,8665.76,244,UPI,Evening,Karnataka
Wilone O'Kielt,Australia,Fruit & Nut Bars,29-12-2025,14442.51,271,Cash,Afternoon,New South Wales
Madelene Upcott,UK,Choco Coated Almonds,14-04-2025,2423.76,220,Cash,Afternoon,Wales
Gigi Bohling,India,Smooth Sliky Salty,13-01-2025,14009.6,308,Card,Evening,Maharashtra
Curtice Advani,India,Organic Choco Syrup,26-07-2025,4592.74,392,UPI,Morning,Karnataka
Kaine Padly,UK,Caramel Stuffed Bars,25-12-2025,13961.51,397,Card,Morning,Scotland
Camilla Castle,UK,Baker's Choco Chips,16-01-2025,14310.56,154,UPI,Evening,Wales
Jan Morforth,Australia,Organic Choco Syrup,05-05-2025,13615.5,366,Cash,Evening,New South Wales
Gigi Bohling,Australia,Baker's Choco Chips,25-03-2025,3112.77,63,UPI,Afternoon,Victoria
Camilla Castle,India,Spicy Special Slims,23-07-2025,2886.65,96,Cash,Evening,Maharashtra
Rafaelita Blaksland,UK,Mint Chip Choco,12-06-2025,4131.01,331,Card,Morning,Scotland
Ches Bonnell,UK,99% Dark & Pure,13-01-2025,5887.66,68,UPI,Evening,Scotland
Karlen McCaffrey,UK,Raspberry Choco,10-09-2025,4540.28,323,UPI,Morning,England
Rafaelita Blaksland,Australia,Almond Choco,13-05-2025,8185.32,215,UPI,Morning,Victoria
Jehu Rudeforth,Australia,Orange Choco,01-02-2025,6275.36,337,Cash,Evening,Victoria
Curtice Advani,India,Manuka Honey Choco,23-08-2025,13867.81,292,UPI,Morning,Maharashtra
Jehu Rudeforth,Australia,White Choc,24-10-2025,1685.1,178,UPI,Morning,New South Wales
Wilone O'Kielt,Australia,Choco Coated Almonds,15-04-2025,6624.02,244,Card,Morning,Queensland
Kelci Walkden,Australia,Drinking Coco,12-02-2025,6329.53,268,UPI,Evening,New South Wales
Kaine Padly,India,Eclairs,20-09-2025,6277.45,380,Cash,Afternoon,Maharashtra
Curtice Advani,UK,Organic Choco Syrup,25-02-2025,13216.21,286,Card,Morning,England
Husein Augar,Australia,Baker's Choco Chips,29-03-2025,10338.17,378,Cash,Afternoon,Victoria
Curtice Advani,Australia,Caramel Stuffed Bars,31-12-2025,2801.65,233,UPI,Afternoon,New South Wales
Dotty Strutley,UK,Almond Choco,09-12-2025,13613.88,367,Card,Afternoon,England
Curtice Advani,Australia,After Nines,01-06-2025,11108.97,313,Cash,Afternoon,Queensland
Andria Kimpton,India,Fruit & Nut Bars,06-03-2025,6741.92,206,Card,Morning,Tamil Nadu
Rafaelita Blaksland,Australia,Spicy Special Slims,18-03-2025,2419.53,210,Card,Afternoon,Queensland
Madelene Upcott,UK,Raspberry Choco,05-05-2025,9251.09,158,Cash,Afternoon,Wales
Jan Morforth,Australia,50% Dark Bites,29-11-2025,4695.19,219,Cash,Evening,New South Wales
Dotty Strutley,India,Baker's Choco Chips,05-07-2025,10059.67,267,Cash,Morning,Maharashtra
Brien Boise,Australia,Milk Bars,08-04-2025,8475.96,113,Cash,Afternoon,Victoria
Wilone O'Kielt,Australia,Milk Bars,13-01-2025,1733.93,301,UPI,Afternoon,Queensland
Wilone O'Kielt,India,Raspberry Choco,18-08-2025,4986.17,349,UPI,Morning,Tamil Nadu
Beverie Moffet,Australia,Smooth Sliky Salty,27-08-2025,11530.31,311,UPI,Morning,New South Wales
Marney O'Breen,UK,Orange Choco,27-11-2025,12189.63,135,UPI,Afternoon,Wales
Jan Morforth,Australia,Milk Bars,02-09-2025,10404.84,305,Card,Evening,Victoria
Barr Faughny,India,Organic Choco Syrup,20-06-2025,11321.19,329,Cash,Afternoon,Tamil Nadu
Roddy Speechley,India,Choco Coated Almonds,27-09-2025,4961.85,215,Card,Afternoon,Maharashtra
Madelene Upcott,UK,Manuka Honey Choco,01-09-2025,3606.85,365,Card,Evening,England
Jan Morforth,UK,Manuka Honey Choco,20-12-2025,6673.32,85,UPI,Afternoon,Wales
Curtice Advani,UK,Eclairs,20-10-2025,3305.32,174,Card,Evening,Wales
Roddy Speechley,India,White Choc,15-12-2025,6400.1,106,Card,Evening,Tamil Nadu
Andria Kimpton,India,Baker's Choco Chips,07-11-2025,2092.93,91,UPI,Morning,Maharashtra
Oby Sorrel,UK,Baker's Choco Chips,14-07-2025,8679.43,363,Card,Afternoon,Scotland
Brien Boise,India,Milk Bars,04-04-2025,9729.85,273,Cash,Afternoon,Karnataka
Brien Boise,Australia,Peanut Butter Cubes,16-03-2025,13283.84,279,Cash,Morning,New South Wales
Oby Sorrel,India,Milk Bars,22-03-2025,9940.63,369,Cash,Morning,Karnataka
Dotty Strutley,Australia,Drinking Coco,13-07-2025,8997.72,163,Cash,Morning,Queensland
Marney O'Breen,UK,Smooth Sliky Salty,21-12-2025,10821.55,365,UPI,Evening,Scotland
Wilone O'Kielt,Australia,Milk Bars,21-06-2025,1027.16,77,Card,Afternoon,New South Wales
Rafaelita Blaksland,Australia,Smooth Sliky Salty,24-10-2025,1478.07,337,Cash,Afternoon,Queensland
Jan Morforth,India,Choco Coated Almonds,22-06-2025,7954.52,116,UPI,Afternoon,Karnataka
Camilla Castle,India,Baker's Choco Chips,22-04-2025,8837.28,193,Card,Afternoon,Karnataka
Dotty Strutley,India,Orange Choco,21-01-2025,10830.35,174,UPI,Evening,Tamil Nadu
Kelci Walkden,India,99% Dark & Pure,13-06-2025,7698.83,58,Cash,Afternoon,Tamil Nadu
Jehu Rudeforth,Australia,Almond Choco,15-03-2025,2877.35,329,Card,Evening,Queensland
Dotty Strutley,UK,Raspberry Choco,23-08-2025,9283.43,362,Card,Afternoon,England
Marney O'Breen,India,Milk Bars,05-08-2025,9474.32,166,Cash,Afternoon,Maharashtra
Husein Augar,UK,Manuka Honey Choco,15-04-2025,11186.99,162,Cash,Afternoon,England
Madelene Upcott,India,Fruit & Nut Bars,03-12-2025,8882.07,337,Card,Evening,Karnataka
Jan Morforth,UK,Milk Bars,05-02-2025,10718.68,321,Cash,Morning,Scotland
Kelci Walkden,Australia,Choco Coated Almonds,11-09-2025,6793.53,183,UPI,Evening,New South Wales
Gunar Cockshoot,UK,Baker's Choco Chips,06-06-2025,7200.77,98,Cash,Afternoon,Wales
Mallorie Waber,UK,Choco Coated Almonds,22-12-2025,3823.87,184,Card,Evening,England
Brien Boise,UK,Almond Choco,20-12-2025,7335.95,93,Cash,Morning,Scotland
Barr Faughny,Australia,After Nines,23-08-2025,11383.72,170,Cash,Morning,Victoria
Beverie Moffet,India,Baker's Choco Chips,26-09-2025,4021.26,117,Cash,Afternoon,Maharashtra
Oby Sorrel,Australia,Smooth Sliky Salty,11-07-2025,3086.27,306,UPI,Evening,Victoria
Dennison Crosswaite,India,50% Dark Bites,28-06-2025,2388.45,50,Card,Morning,Maharashtra
Kelci Walkden,Australia,Raspberry Choco,10-05-2025,3114.36,181,Card,Evening,Queensland
Ches Bonnell,UK,White Choc,14-07-2025,5843.06,225,Cash,Morning,England
Dotty Strutley,India,Almond Choco,30-07-2025,5350.34,317,Cash,Morning,Tamil Nadu
Kelci Walkden,Australia,Smooth Sliky Salty,27-02-2025,6042.54,281,UPI,Evening,Victoria
Rafaelita Blaksland,India,Eclairs,04-09-2025,11012.08,132,Card,Afternoon,Karnataka
Camilla Castle,India,Eclairs,27-04-2025,6719.79,368,UPI,Morning,Maharashtra
Oby Sorrel,Australia,50% Dark Bites,08-12-2025,2016.28,165,UPI,Evening,Victoria
Jan Morforth,India,50% Dark Bites,10-11-2025,9285.0,75,UPI,Afternoon,Karnataka
Barr Faughny,India,Peanut Butter Cubes,07-03-2025,13908.23,300,UPI,Evening,Tamil Nadu
Wilone O'Kielt,Australia,70% Dark Bites,22-08-2025,14218.61,75,Card,Morning,Victoria
Rafaelita Blaksland,Australia,Milk Bars,17-02-2025,13794.84,76,UPI,Afternoon,New South Wales
Kaine Padly,India,Milk Bars,17-03-2025,13204.14,171,Cash,Afternoon,Maharashtra
Gunar Cockshoot,UK,Choco Coated Almonds,21-03-2025,8412.33,220,Card,Afternoon,Wales
Ches Bonnell,Australia,70% Dark Bites,11-05-2025,9594.48,189,Card,Morning,Victoria
Dennison Crosswaite,Australia,Orange Choco,20-12-2025,12728.51,320,Card,Morning,Victoria
Gigi Bohling,India,Peanut Butter Cubes,18-08-2025,4519.0,64,Cash,Afternoon,Tamil Nadu
Van Tuxwell,Australia,Choco Coated Almonds,30-04-2025,8656.31,98,Cash,Afternoon,New South Wales
Kelci Walkden,UK,Milk Bars,14-11-2025,6392.9,71,Card,Evening,Wales
Wilone O'Kielt,Australia,50% Dark Bites,21-12-2025,14944.59,189,Cash,Afternoon,Victoria
Marney O'Breen,UK,85% Dark Bars,08-05-2025,3029.91,204,Card,Morning,Scotland
Marney O'Breen,UK,Peanut Butter Cubes,04-07-2025,12604.37,52,Cash,Afternoon,England
Brien Boise,India,Manuka Honey Choco,10-09-2025,12923.57,348,Cash,Evening,Tamil Nadu
Jan Morforth,India,Mint Chip Choco,07-03-2025,9294.34,64,Cash,Morning,Karnataka
Gigi Bohling,India,Orange Choco,06-05-2025,7991.43,316,UPI,Afternoon,Karnataka
Rafaelita Blaksland,India,White Choc,02-03-2025,14070.64,84,Card,Afternoon,Maharashtra
Dennison Crosswaite,UK,99% Dark & Pure,14-03-2025,14467.02,327,Card,Morning,Scotland
Curtice Advani,UK,Caramel Stuffed Bars,02-01-2025,4462.53,200,Cash,Morning,Wales
Van Tuxwell,India,Spicy Special Slims,08-12-2025,8267.04,378,UPI,Evening,Maharashtra
Brien Boise,UK,Smooth Sliky Salty,14-04-2025,12964.07,175,Card,Evening,England
Wilone O'Kielt,Australia,Almond Choco,03-04-2025,12835.46,373,Cash,Morning,Victoria
Jan Morforth,India,Organic Choco Syrup,17-01-2025,6833.8,236,UPI,Morning,Tamil Nadu
Barr Faughny,Australia,Fruit & Nut Bars,05-02-2025,2694.28,395,Card,Afternoon,Queensland
Dennison Crosswaite,UK,Organic Choco Syrup,26-10-2025,13285.01,162,Card,Afternoon,Scotland
Kelci Walkden,Australia,Orange Choco,19-05-2025,1390.88,102,Card,Evening,New South Wales
Gunar Cockshoot,India,Caramel Stuffed Bars,08-11-2025,11864.57,306,UPI,Evening,Maharashtra
Dotty Strutley,UK,Spicy Special Slims,09-02-2025,2150.74,57,Card,Evening,England
Andria Kimpton,Australia,Organic Choco Syrup,03-02-2025,5218.44,205,Card,Afternoon,Victoria
Oby Sorrel,India,Caramel Stuffed Bars,06-11-2025,9754.78,375,Card,Afternoon,Karnataka
Husein Augar,India,White Choc,21-07-2025,13427.64,367,Cash,Morning,Tamil Nadu
Van Tuxwell,India,Eclairs,26-12-2025,10397.9,377,Cash,Morning,Maharashtra
Ches Bonnell,UK,70% Dark Bites,22-10-2025,9962.71,234,UPI,Evening,Scotland
Dennison Crosswaite,India,Orange Choco,15-01-2025,10692.76,195,Card,Afternoon,Karnataka
Kaine Padly,UK,85% Dark Bars,06-04-2025,8600.1,133,Cash,Afternoon,Scotland
Kelci Walkden,UK,Peanut Butter Cubes,11-01-2025,2476.71,134,Card,Evening,Wales
Oby Sorrel,India,Spicy Special Slims,24-03-2025,7970.16,145,Cash,Evening,Tamil Nadu
Wilone O'Kielt,India,Manuka Honey Choco,15-11-2025,1413.55,202,UPI,Evening,Maharashtra
Beverie Moffet,UK,White Choc,09-03-2025,14145.4,169,UPI,Morning,England
Jan Morforth,UK,70% Dark Bites,15-04-2025,8368.25,194,Cash,Morning,Wales
Gigi Bohling,Australia,Milk Bars,23-04-2025,3675.3,65,Cash,Evening,Queensland
Mallorie Waber,UK,Organic Choco Syrup,26-07-2025,6768.09,280,UPI,Evening,Wales
Van Tuxwell,Australia,Eclairs,08-12-2025,2104.47,296,UPI,Morning,New South Wales
Van Tuxwell,UK,Almond Choco,11-12-2025,2297.91,246,UPI,Afternoon,Wales
Oby Sorrel,UK,Milk Bars,20-02-2025,6036.62,270,Cash,Afternoon,Scotland
Andria Kimpton,UK,Spicy Special Slims,22-08-2025,9115.97,80,Cash,Evening,Scotland
Madelene Upcott,Australia,Eclairs,03-12-2025,4958.44,71,Card,Afternoon,New South Wales
Gigi Bohling,India,Drinking Coco,07-07-2025,10106.01,260,Card,Afternoon,Tamil Nadu
Wilone O'Kielt,India,Mint Chip Choco,23-10-2025,9088.5,77,Card,Morning,Karnataka
Ches Bonnell,UK,White Choc,17-10-2025,5554.03,345,Cash,Afternoon,Wales
Barr Faughny,UK,Manuka Honey Choco,08-04-2025,9774.79,186,UPI,Afternoon,Scotland
Jan Morforth,UK,Fruit & Nut Bars,08-04-2025,12344.23,222,Card,Morning,Wales
Andria Kimpton,Australia,Spicy Special Slims,27-02-2025,11064.92,150,Cash,Afternoon,Victoria
Dennison Crosswaite,Australia,50% Dark Bites,11-02-2025,7747.61,80,Cash,Afternoon,New South Wales
Brien Boise,UK,Fruit & Nut Bars,26-08-2025,11473.89,301,Cash,Afternoon,England
Gunar Cockshoot,UK,Mint Chip Choco,01-01-2025,8418.91,117,Cash,Morning,England
Andria Kimpton,UK,White Choc,27-04-2025,4056.73,307,Card,Afternoon,Scotland
Rafaelita Blaksland,India,Almond Choco,30-11-2025,10363.47,74,Card,Afternoon,Karnataka
